time,latitude,longitude,altitude
2024-09-13 11:44:22,58.0909261,26.6904739,422.94
2024-09-13 11:44:23,58.090926,26.6904739,423.8
2024-09-13 11:44:23,58.0909258,26.6904739,424.73
2024-09-13 11:44:24,58.0909257,26.6904738,425.69
2024-09-13 11:44:24,58.0909256,26.6904739,426.54
2024-09-13 11:44:25,58.0909254,26.6904744,427.4
2024-09-13 11:44:25,58.0909254,26.6904746,428.24
2024-09-13 11:44:26,58.0909254,26.6904746,429.24
2024-09-13 11:44:26,58.0909251,26.6904751,428.86
2024-09-13 11:44:27,58.090925,26.6904754,429.58
2024-09-13 11:44:27,58.0909248,26.6904758,430.43
2024-09-13 11:44:28,58.0909245,26.6904763,431.33
2024-09-13 11:44:28,58.0909243,26.6904767,432.16
2024-09-13 11:44:29,58.0909243,26.6904769,433.01
2024-09-13 11:44:29,58.0909242,26.6904769,433.82
2024-09-13 11:44:30,58.0909241,26.6904771,434.66
2024-09-13 11:44:30,58.0909241,26.6904773,435.5
2024-09-13 11:44:31,58.0909241,26.6904776,436.36
2024-09-13 11:44:31,58.0909238,26.6904776,437.17
2024-09-13 11:44:32,58.0909233,26.6904778,438.53
2024-09-13 11:44:32,58.0909234,26.6904779,438.19
2024-09-13 11:44:33,58.0909235,26.690478,439.01
2024-09-13 11:44:33,58.0909236,26.6904781,440.02
2024-09-13 11:44:34,58.0909235,26.6904781,441.09
2024-09-13 11:44:34,58.0909235,26.6904781,442.03
2024-09-13 11:44:35,58.0909235,26.6904779,443.06
2024-09-13 11:44:35,58.0909235,26.6904776,444.0
2024-09-13 11:44:36,58.0909235,26.6904773,444.98
2024-09-13 11:44:36,58.0909237,26.6904769,445.98
2024-09-13 11:44:37,58.0909237,26.6904769,446.86
2024-09-13 11:44:37,58.0909235,26.6904769,447.77
2024-09-13 11:44:38,58.0909233,26.6904771,448.6
2024-09-13 11:44:38,58.0909231,26.6904774,447.95
2024-09-13 11:44:39,58.0909228,26.6904777,448.68
2024-09-13 11:44:39,58.0909226,26.6904776,449.61
2024-09-13 11:44:40,58.0909225,26.6904774,450.56
2024-09-13 11:44:40,58.0909225,26.6904771,451.4
2024-09-13 11:44:41,58.0909227,26.690477,452.32
2024-09-13 11:44:41,58.0909227,26.6904772,453.17
2024-09-13 11:44:42,58.0909226,26.6904776,454.07
2024-09-13 11:44:42,58.0909227,26.6904783,454.9
2024-09-13 11:44:43,58.0909228,26.6904789,455.76
2024-09-13 11:44:44,58.0909227,26.6904793,458.26
2024-09-13 11:44:44,58.0909227,26.6904796,457.82
2024-09-13 11:44:45,58.0909228,26.6904798,458.52
2024-09-13 11:44:45,58.090923,26.6904797,459.38
2024-09-13 11:44:43,58.0909228,26.6904792,456.64
2024-09-13 11:44:46,58.0909229,26.6904795,460.29
2024-09-13 11:44:46,58.0909228,26.6904795,461.13
2024-09-13 11:44:47,58.0909225,26.6904796,462.0
2024-09-13 11:44:47,58.0909224,26.6904799,462.88
2024-09-13 11:44:48,58.0909222,26.6904801,463.76
2024-09-13 11:44:48,58.0909219,26.6904803,464.64
2024-09-13 11:44:49,58.0909218,26.6904806,465.56
2024-09-13 11:44:49,58.0909217,26.6904809,466.39
2024-09-13 11:44:50,58.0909215,26.6904811,468.25
2024-09-13 11:44:50,58.0909215,26.6904813,467.74
2024-09-13 11:44:51,58.0909215,26.6904814,468.47
2024-09-13 11:44:51,58.0909213,26.6904811,469.37
2024-09-13 11:44:52,58.090921,26.6904811,470.34
2024-09-13 11:44:52,58.0909209,26.6904812,471.19
2024-09-13 11:44:53,58.0909206,26.6904814,472.09
2024-09-13 11:44:53,58.0909205,26.6904816,472.92
2024-09-13 11:44:54,58.0909201,26.6904817,473.84
2024-09-13 11:44:54,58.0909199,26.6904821,474.68
2024-09-13 11:44:55,58.0909196,26.6904826,475.54
2024-09-13 11:44:55,58.0909191,26.6904829,476.33
2024-09-13 11:44:56,58.0909187,26.6904833,477.46
2024-09-13 11:44:56,58.0909184,26.6904836,477.02
2024-09-13 11:44:57,58.0909183,26.690484,477.69
2024-09-13 11:44:57,58.0909182,26.690484,478.58
2024-09-13 11:44:58,58.090918,26.690484,479.52
2024-09-13 11:44:58,58.0909181,26.6904844,480.47
2024-09-13 11:44:59,58.0909182,26.690485,481.34
2024-09-13 11:44:59,58.0909182,26.6904853,482.2
2024-09-13 11:45:00,58.0909182,26.6904857,483.1
2024-09-13 11:45:00,58.0909184,26.6904861,483.98
2024-09-13 11:45:01,58.0909183,26.6904861,484.87
2024-09-13 11:45:01,58.0909179,26.6904861,485.71
2024-09-13 11:45:02,58.0909178,26.6904861,487.12
2024-09-13 11:45:02,58.0909179,26.6904859,486.76
2024-09-13 11:45:03,58.0909178,26.6904858,487.48
2024-09-13 11:45:03,58.0909178,26.6904854,488.44
2024-09-13 11:45:04,58.0909178,26.6904851,489.45
2024-09-13 11:45:04,58.0909179,26.6904853,490.36
2024-09-13 11:45:05,58.0909178,26.6904856,491.32
2024-09-13 11:45:05,58.0909177,26.6904858,492.21
2024-09-13 11:45:06,58.0909177,26.6904859,493.14
2024-09-13 11:45:06,58.0909176,26.6904863,494.03
2024-09-13 11:45:07,58.0909173,26.6904865,494.9
2024-09-13 11:45:07,58.090917,26.6904865,495.8
2024-09-13 11:45:08,58.0909167,26.6904867,496.83
2024-09-13 11:45:08,58.0909164,26.6904866,496.38
2024-09-13 11:45:09,58.090916,26.6904867,497.11
2024-09-13 11:45:09,58.0909156,26.6904868,498.03
2024-09-13 11:45:10,58.0909154,26.690487,498.88
2024-09-13 11:45:10,58.0909154,26.6904868,499.79
2024-09-13 11:45:11,58.0909155,26.6904866,500.63
2024-09-13 11:45:11,58.0909155,26.6904861,501.52
2024-09-13 11:45:12,58.0909152,26.6904859,502.45
2024-09-13 11:45:12,58.090915,26.6904856,503.28
2024-09-13 11:45:13,58.090915,26.690485,504.22
2024-09-13 11:45:13,58.0909148,26.6904845,505.09
2024-09-13 11:45:14,58.0909147,26.6904846,506.2
2024-09-13 11:45:14,58.0909146,26.6904848,505.74
2024-09-13 11:45:15,58.0909144,26.6904847,506.47
2024-09-13 11:45:15,58.0909143,26.6904847,507.38
2024-09-13 11:45:16,58.0909143,26.6904849,508.29
2024-09-13 11:45:16,58.0909141,26.6904849,509.17
2024-09-13 11:45:17,58.0909137,26.6904849,510.06
2024-09-13 11:45:17,58.0909133,26.6904848,510.9
2024-09-13 11:45:18,58.0909132,26.690485,511.76
2024-09-13 11:45:18,58.0909133,26.6904853,512.63
2024-09-13 11:45:19,58.0909133,26.6904857,513.51
2024-09-13 11:45:19,58.090913,26.6904862,514.33
2024-09-13 11:45:20,58.0909126,26.6904863,515.76
2024-09-13 11:45:20,58.0909124,26.690486,515.26
2024-09-13 11:45:21,58.0909123,26.6904859,516.01
2024-09-13 11:45:21,58.0909121,26.6904859,516.92
2024-09-13 11:45:22,58.0909118,26.6904859,517.87
2024-09-13 11:45:22,58.0909118,26.6904858,518.76
2024-09-13 11:45:23,58.0909118,26.6904858,519.64
2024-09-13 11:45:23,58.0909118,26.6904858,520.49
2024-09-13 11:45:24,58.0909118,26.690486,521.4
2024-09-13 11:45:24,58.0909117,26.6904863,522.25
2024-09-13 11:45:25,58.0909115,26.6904867,523.51
2024-09-13 11:45:25,58.0909115,26.6904865,523.24
2024-09-13 11:45:26,58.0909114,26.6904863,524.04
2024-09-13 11:45:26,58.0909113,26.6904864,525.01
2024-09-13 11:45:27,58.0909112,26.6904866,526.0
2024-09-13 11:45:27,58.0909107,26.6904869,526.97
2024-09-13 11:45:28,58.0909103,26.6904874,527.92
2024-09-13 11:45:28,58.0909101,26.6904876,528.79
2024-09-13 11:45:29,58.0909096,26.6904879,529.63
2024-09-13 11:45:29,58.0909092,26.6904883,530.47
2024-09-13 11:45:30,58.0909092,26.6904887,531.32
2024-09-13 11:45:30,58.0909092,26.690489,532.13
2024-09-13 11:45:31,58.0909093,26.6904892,532.49
2024-09-13 11:45:31,58.0909093,26.6904898,531.92
2024-09-13 11:45:32,58.0909092,26.6904899,532.55
2024-09-13 11:45:32,58.0909091,26.6904902,533.39
2024-09-13 11:45:33,58.090909,26.6904898,534.21
2024-09-13 11:45:33,58.090909,26.6904898,535.01
2024-09-13 11:45:34,58.0909087,26.6904899,535.8
2024-09-13 11:45:34,58.0909086,26.6904903,536.51
2024-09-13 11:45:35,58.0909082,26.6904904,537.32
2024-09-13 11:45:35,58.0909079,26.6904904,538.17
2024-09-13 11:45:36,58.0909078,26.6904903,539.0
2024-09-13 11:45:36,58.0909077,26.6904906,539.77
2024-09-13 11:45:37,58.0909079,26.6904909,541.23
2024-09-13 11:45:37,58.090908,26.6904913,540.87
2024-09-13 11:45:38,58.0909081,26.6904914,541.64
2024-09-13 11:45:38,58.0909078,26.6904916,542.48
2024-09-13 11:45:39,58.0909074,26.6904916,543.4
2024-09-13 11:45:39,58.0909074,26.6904915,544.2
2024-09-13 11:45:40,58.0909075,26.690491,545.03
2024-09-13 11:45:40,58.0909076,26.6904905,545.81
2024-09-13 11:45:41,58.0909076,26.6904901,546.64
2024-09-13 11:45:41,58.0909077,26.6904902,547.39
2024-09-13 11:45:42,58.0909076,26.6904902,548.19
2024-09-13 11:45:42,58.0909077,26.6904905,549.01
2024-09-13 11:45:43,58.0909079,26.6904906,550.45
2024-09-13 11:45:43,58.0909081,26.6904907,549.94
2024-09-13 11:45:44,58.0909081,26.6904906,550.62
2024-09-13 11:45:44,58.0909083,26.6904902,551.43
2024-09-13 11:45:45,58.0909082,26.6904901,552.22
2024-09-13 11:45:45,58.0909082,26.6904897,552.98
2024-09-13 11:45:46,58.0909081,26.6904898,553.76
2024-09-13 11:45:46,58.0909078,26.6904901,554.49
2024-09-13 11:45:47,58.0909077,26.6904907,555.18
